source,severity,property_id,code_path,title,description_excerpt,keyword_matched
prysm_fusaka,potential-vulnerability,PROP-57888860-post-003,beacon-chain/blockchain/kzg/validation.go::VerifyCellKZGProofBatchFromBlobData::L135-149,ComputeCells returns len(cells) from external library without validating len(cells) == 128. Code then accesses cells[0..127] in loop without bounds check. Proof fails because contract depends on unverified assumption that c-kzg-4844 library always re,"If external library has bug or version mismatch causing it to return fewer than 128 cells, code panics at cells[columnIndex] access (out-of-bounds), causing validator DoS.",DoS/revert+gas_limit; KZG/blob+commitment; cache/index+collision; memory+safety/bounds
prysm_fusaka,vulnerability,PROP-56ad1eb2-inv-027,beacon-chain/core/signing/signing_root.go::ComputeForkDigest::L304-310,"ComputeForkDigest only uses fork_version and genesis_validators_root (lines 304-310), ignoring blob parameters entirely. For Fulu (EIP-7892), fork digests must incorporate blob params via XOR with hash(epoch||max_blobs). The network schedule correctl","Attacker configures bootnode for Fulu fork with different MaxBlobsPerBlock than the legitimate network but same ForkVersion. ComputeForkDigest (bootnode.go:221) produces identical fork digest. Victim nodes connect to attacker's network thinking it's the same chain, leading to consensus failures, incompatible block processing, and potential chain split.",signature+replay/validation; consensus+fork/split; KZG/blob+commitment; JWT/auth+bypass; cache/index+collision; inclusion+proof/merkle
prysm_fusaka,vulnerability,PROP-6a4369e9-pre-006,beacon-chain/verification/data_column.go::SidecarDescendsFromFinalized::L337-354,"Spec requires get_checkpoint_block(store, parent_root, finalized_epoch) == finalized_root to verify ancestry. Implementation only checks fc.HasNode(parentRoot) which verifies parent exists in fork choice store but does NOT verify it descends from fin","Attacker broadcasts data column sidecar with parent_root on a non-finalized fork (e.g., during reorg window). If parent exists in fork choice but conflicts with finalized checkpoint ancestry, gossip accepts it, causing honest nodes to propagate invalid sidecars and potentially reconstruct invalid blocks.",storage/proxy+delegatecall; consensus+fork/split; P2P/gossip+validation; inclusion+proof/merkle
prysm_fusaka,vulnerability,PROP-57888860-inv-006,beacon-chain/core/peerdas/reconstruction.go::ReconstructDataColumnSidecars::L75-86,"Go map iteration order is randomized by language spec. Lines 79-82 build cellsIndices by iterating sidecarByIndex map without sorting, passing unsorted indices to RecoverCellsAndKZGProofs (line 86). The c-kzg-4844 library requires sorted indices (ver","Attacker sends valid DataColumnSidecars via P2P. Node's reconstruction randomly orders cell indices due to map iteration, causing RecoverCellsAndKZGProofs to fail or produce incorrect recovery results, breaking PeerDAS reconstruction.",KZG/blob+commitment; P2P/gossip+validation; cache/index+collision
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-009,beacon-chain/core/peerdas/p2p_interface.go::VerifyDataColumnSidecar::L34-52,"VerifyDataColumnSidecar checks len(kzg_commitments) > 0 and length consistency, but does NOT validate len(kzg_commitments) <= MaxBlobsPerBlock(epoch). Nodes accept oversized data column sidecars violating the blob schedule limit (6/9/12 depending on ","Attacker gossips data column sidecar with 100 KzG commitments exceeding max_blobs_per_block. Nodes process and store invalid oversized columns, causing memory/CPU exhaustion and potential DoS.",DoS/revert+gas_limit; KZG/blob+commitment; P2P/gossip+validation; memory+safety/bounds
prysm_fusaka,potential-vulnerability,PROP-6a4369e9-inv-014,config/params/loader.go::UnmarshalConfig::L29-73,"Config loader accepts fork epochs from YAML without validating strict ordering (Genesis < Altair < ... < Fulu). The merge() function silently sorts entries by epoch, allowing semantically invalid configs where fork version enums become decoupled from","Misconfigured testnet YAML defines BELLATRIX_FORK_EPOCH < ALTAIR_FORK_EPOCH. Config loads successfully, schedule is epoch-sorted, but version-to-epoch mappings become incorrect, causing nodes to apply wrong fork rules at specific epochs and diverge from correctly-configured peers.",consensus+fork/split; P2P/gossip+validation
prysm_fusaka,vulnerability,PROP-6a4369e9-post-002,beacon-chain/sync/validate_data_column.go::validateDataColumn::L37-38,"Self-peer bypass at L37-38 accepts own messages without any REJECT checks. Local validator's data columns skip all 12 gossip requirements (field validity, KZG proofs, proposer signature, inclusion proofs, etc.) and return ValidationAccept immediately","Compromised local validator or malicious modification of validator client can broadcast invalid data columns (wrong KZG proofs, invalid signatures, incorrect subnets) which are auto-accepted by own node, bypassing all consensus validation. These invalid sidecars propagate to forkchoice/storage before detection.",signature+replay/validation; storage/proxy+delegatecall; consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; JWT/auth+bypass; inclusion+proof/merkle
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-035,beacon-chain/sync/rpc_blob_sidecars_by_root.go::blobSidecarByRootRPCHandler::L26-109,Handler lacks epoch-based deprecation guard. No rejection when current_epoch >= FULU_FORK_EPOCH + MIN_EPOCHS (4096). Handler remains registered in Fulu fork map (rpc.go:52) and continues serving requests indefinitely as long as data is in retention w,"After FULU_FORK_EPOCH + 4096 epochs, peers send blob_sidecars_by_root requests for recent blobs. Node serves them normally instead of rejecting, delaying PeerDAS migration and enabling resource exhaustion via legacy RPC paths.",consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; inclusion+proof/merkle
reth_fusaka,potential-vulnerability,PROP-ff7df16a-inv-020,crates/transaction-pool/src/validate/eth.rs::validate_one_no_state::L434-449,"Authorization chain_id validation is missing from Reth's transaction pool validation. Transaction's chain_id is validated (L425-431), but individual authorization.chain_id fields in the authorization_list are never checked. Validation may exist in do","Attacker creates authorization on Chain A, then submits EIP-7702 transaction on Chain B containing that authorization. Transaction's chain_id=B passes validation, but authorization's chain_id=A is never checked in pool validation, potentially allowing cross-chain replay if revm doesn't validate.",signature+replay/validation; JWT/auth+bypass
reth_fusaka,potential-vulnerability,PROP-5a6a79d5-asm-002,crates/transaction-pool/src/validate/eth.rs::validate_one_no_state::L456-488,"Blob transaction validation (lines 456-488) checks fork activation, blob count, and sidecar type, but does not verify that blob transactions are not contract creations (to != None). EIP-4844 prohibits blob transactions from being create transactions,","Attacker submits EIP-4844 blob transaction with to=None (contract creation). Pool validator accepts it despite invalid field combination, polluting mempool with unexecutable transaction that wastes bandwidth and node resources until execution-layer rejection.",front-running/MEV+sandwich; consensus+fork/split; KZG/blob+commitment
reth_fusaka,vulnerability,PROP-ff7df16a-inv-011,crates/transaction-pool/src/validate/eth.rs::validate_one_no_state::L434-449,"The transaction pool validates EIP-7702 transactions have non-empty authorization lists (L443) but never validates individual authorization chain_ids. While transaction-level chain_id is checked (L424-432), each SignedAuthorization has its own chain_","Attacker crafts EIP-7702 transaction with valid tx.chain_id=1 (mainnet) but includes authorizations with auth.chain_id=999. Transaction passes pool validation and enters mempool, enabling cross-chain replay or execution of authorizations intended for different chains.",signature+replay/validation; front-running/MEV+sandwich; JWT/auth+bypass
reth_fusaka,potential-vulnerability,PROP-ff7df16a-asm-002,crates/rpc/rpc-builder/src/auth.rs::AuthServerConfig::start::L105-114,"Property claims all Engine API calls are JWT-authenticated, but IPC transport bypasses JWT entirely. The AuthLayer middleware is only applied to HTTP server (L93) via set_http_middleware(). IPC server is built and started (L109-110) without any authe","Local attacker (malicious process, compromised container, local user) connects to Engine API IPC socket and sends newPayload/forkchoiceUpdated without JWT token, bypassing authentication. EL data is still verified post-execution, but unauthenticated access violates the JWT authentication requirement.",consensus+fork/split; JWT/auth+bypass
rust_eth_kzg_fusaka,vulnerability,PROP-57888860-inv-051,crates/serialization/src/lib.rs::deserialize_compressed_g1::L69-81,"blstrs::G1Point::from_compressed accepts the identity point (point at infinity) as a valid compressed G1 element, returning Some(G1Point::identity()) rather than None. The code at L77-80 propagates this without explicit identity validation, allowing ","Attacker sends blob with commitment=0xc000...0000 (identity point). deserialize_compressed_g1 succeeds, verify_cell_kzg_proof_batch proceeds with identity commitment. Pairing checks may accept trivial proofs since e(O,g2)=1 for identity O, bypassing cryptographic guarantees.",KZG/blob+commitment; P2P/gossip+validation; state+transition/SSZ; JWT/auth+bypass
